year,make,model,trim,condition (5 is best),odometer,state,Ext Color,Date Sold,"Ave Price (for that make,model,trim, year)",Actual Selling Price,,,
2014,ford,escape,se,4.5,29131,ca,gray,2014-01-07T21:00:00.000Z,16200,16700,,,
2012,nissan,rogue,s,3.8,22793,pr,silver,2015-02-26T11:00:00.000Z,17600,16600,,,
2013,nissan,rogue,s,4.4,23603,tn,—,2015-02-26T10:00:00.000Z,15000,16600,,,
2012,nissan,rogue,s,3.8,13541,il,gray,2015-02-26T10:00:00.000Z,15650,16600,,,
2012,acura,tsx,base,3.8,24596,pa,silver,2015-02-20T17:00:00.000Z,17150,16600,,,
2012,acura,tsx,base,4.5,44369,pa,white,2015-02-20T09:00:00.000Z,15800,16600,,,
2012,acura,tsx,base,3.7,45461,fl,white,2015-02-19T09:50:00.000Z,15650,16600,,,
2014,ford,escape,se,4.2,20530,wa,silver,2015-02-18T14:30:00.000Z,17350,16600,,,
2014,ford,escape,se,4.5,32143,tx,blue,2015-02-18T09:30:00.000Z,16400,16600,,,
2012,acura,tsx,base,3.5,30686,ga,burgundy,2015-02-12T10:00:00.000Z,16750,16600,,,
2014,ford,escape,se,4.6,32001,mo,—,2015-02-10T13:30:00.000Z,16500,16600,,,
2014,ford,escape,se,4.3,30814,il,blue,2015-02-10T11:00:00.000Z,16600,16600,,,
2014,ford,escape,se,4.3,34167,ca,blue,2015-02-04T13:00:00.000Z,16700,16600,,,
2012,nissan,rogue,s,4.3,15629,nj,gray,2015-02-04T09:30:00.000Z,15150,16600,,,
2011,infiniti,g-sedan,g37 journey,4.4,42173,fl,blue,2015-02-04T09:00:00.000Z,18350,16600,,,
2011,nissan,rogue,sv,4.7,22194,fl,—,2015-02-04T09:00:00.000Z,14700,16600,,,
2014,ford,escape,se,3.5,32377,tx,—,2015-02-03T10:30:00.000Z,16450,16600,,,
2012,acura,tsx,base,3.9,39750,pa,white,2015-01-30T09:00:00.000Z,16100,16600,,,
2012,acura,tsx,base,3.5,28228,pa,white,2015-01-30T09:00:00.000Z,16850,16600,,,
2011,nissan,rogue,sv,4,37296,pa,white,2015-01-30T09:00:00.000Z,15300,16600,,,
2014,ford,escape,se,3.2,14105,ca,blue,2015-01-29T12:00:00.000Z,18100,16600,,,
2012,acura,tsx,base,3.6,35048,ga,black,2015-01-29T10:00:00.000Z,16400,16600,,,
2011,nissan,rogue,sv,4.4,31170,tn,black,2015-01-29T10:00:00.000Z,14250,16600,,,
2011,nissan,rogue,sv,4.3,23473,tx,white,2015-01-28T10:30:00.000Z,16500,16600,,,
2011,nissan,rogue,sv,3.9,21875,nj,gray,2015-01-28T10:00:00.000Z,16650,16600,,,
2011,nissan,rogue,sv,3.2,23887,nj,silver,2015-01-28T10:00:00.000Z,16450,16600,,,
2011,nissan,rogue,sv,4.2,44974,fl,white,2015-01-27T09:30:00.000Z,13100,16600,,,
2011,nissan,rogue,sv,4.2,33158,tx,gray,2015-01-21T10:30:00.000Z,15700,16600,,,
2011,nissan,rogue,sv,3.7,30499,il,gray,2015-01-20T10:00:00.000Z,14400,16600,,,
2011,nissan,rogue,sv,3.7,36906,il,gray,2015-01-20T10:00:00.000Z,15300,16600,,,
2011,infiniti,g-sedan,g37 journey,3.1,48301,ga,blue,2015-01-20T09:30:00.000Z,18000,16600,,,
2012,acura,tsx,base,3.8,27310,pa,gray,2015-01-16T09:00:00.000Z,17350,16600,,,
2012,acura,tsx,base,3.3,31284,pa,black,2015-01-16T09:00:00.000Z,17100,16600,,,
2012,acura,tsx,base,4,36301,pa,gray,2015-01-16T09:00:00.000Z,16800,16600,,,
2014,ford,escape,se,4.2,20833,pa,gray,2015-01-16T09:00:00.000Z,17500,16600,,,
2014,ford,escape,se,4.8,18772,tx,silver,2015-01-15T11:00:00.000Z,17700,16600,,,
2012,nissan,rogue,s,4.3,15284,tn,black,2015-01-14T10:30:00.000Z,15750,16600,,,
2012,acura,tsx,base,3.4,30858,nj,white,2015-01-14T09:30:00.000Z,17100,16600,,,
2012,acura,tsx,base,3.2,40229,ga,black,2015-01-08T18:00:00.000Z,17000,16600,,,
2014,ford,escape,se,4.7,53450,wi,—,2015-01-07T18:00:00.000Z,17100,16600,,,
2013,nissan,rogue,s,4.9,14946,pa,red,2015-01-07T17:00:00.000Z,16150,16600,,,
2011,nissan,rogue,sv,3.9,32460,fl,red,2015-01-06T21:00:00.000Z,13950,16600,,,
2014,ford,escape,se,4.6,3391,oh,red,2015-01-06T09:00:00.000Z,18050,16600,,,
2011,nissan,rogue,sv,4.3,47770,mo,white,2014-12-31T18:30:00.000Z,15150,16600,,,
2011,nissan,rogue,sv,4.8,38772,co,—,2014-12-30T20:00:00.000Z,15850,16600,,,
2013,nissan,rogue,s,4.9,15572,tn,blue,2014-12-18T18:00:00.000Z,15700,16600,,,
2013,nissan,rogue,s,4.9,14432,tn,white,2014-12-18T18:00:00.000Z,15800,16600,,,
2011,nissan,rogue,sv,4.2,33282,tn,—,2014-12-18T18:00:00.000Z,16000,16600,,,
2012,acura,tsx,base,3.8,43808,pa,silver,2015-02-27T09:00:00.000Z,15900,16500,,,
2012,acura,tsx,base,3.7,39318,pa,black,2015-02-27T09:00:00.000Z,16250,16500,,,
2014,ford,escape,se,4.9,38262,fl,black,2015-02-27T09:00:00.000Z,16600,16500,,,
2014,ford,escape,se,4.3,31038,fl,—,2015-02-27T00:00:00.000Z,16700,16500,,,
2014,ford,escape,se,4.4,32227,oh,gray,2015-02-26T10:30:00.000Z,16600,16500,,,
2013,nissan,rogue,s,4.1,28370,tx,silver,2015-02-25T10:20:00.000Z,15050,16500,,,
2014,ford,escape,se,4.1,38891,mo,gray,2015-02-17T11:00:00.000Z,15850,16500,,,
2014,ford,escape,se,4.9,24554,fl,blue,2015-02-13T10:15:00.000Z,17000,16500,,,
2012,nissan,rogue,s,4.7,45528,ca,gray,2015-02-11T12:30:00.000Z,15700,16500,,,
2014,ford,escape,se,4,32457,mo,silver,2015-02-11T10:30:00.000Z,16400,16500,,,
2013,nissan,rogue,s,4.4,8775,ca,—,2015-02-10T12:30:00.000Z,16000,16500,,,
2012,acura,tsx,base,4.1,45412,pa,black,2015-02-06T09:00:00.000Z,15600,16500,,,
2014,ford,escape,se,3.7,34615,oh,black,2015-02-05T10:30:00.000Z,16450,16500,,,
2014,ford,escape,se,4.7,36007,ga,white,2015-02-03T09:30:00.000Z,16200,16500,,,
2011,nissan,rogue,sv,4.4,43381,il,gray,2015-01-29T10:00:00.000Z,14800,16500,,,
2014,ford,escape,se,3.4,26030,fl,red,2015-01-28T15:10:00.000Z,17250,16500,,,
2014,ford,escape,se,4.1,36666,mo,gray,2015-01-28T10:00:00.000Z,16500,16500,,,
2014,ford,escape,se,4.1,8637,oh,gray,2015-01-27T09:00:00.000Z,18500,16500,,,
2012,nissan,rogue,s,4.8,51936,tn,black,2015-01-21T10:30:00.000Z,15850,16500,,,
2014,ford,escape,se,4.5,22009,oh,red,2015-01-20T09:00:00.000Z,17450,16500,,,
2012,acura,tsx,base,3.3,36900,nv,gray,2015-01-16T12:00:00.000Z,16800,16500,,,
2011,infiniti,g-sedan,g37 journey,3.7,44335,,gray,2015-01-15T12:30:00.000Z,18550,16500,,,
2013,nissan,rogue,s,4.4,11989,ca,gray,2015-01-14T12:30:00.000Z,15900,16500,,,
2012,acura,tsx,base,3.4,31132,pa,black,2015-01-09T17:00:00.000Z,17400,16500,,,
2011,nissan,rogue,sv,4.2,36794,il,purple,2015-01-08T10:00:00.000Z,13800,16500,,,
2011,nissan,rogue,sv,3.1,32038,nj,silver,2015-01-07T17:30:00.000Z,14150,16500,,,
2013,nissan,rogue,s,4.8,20359,nv,white,2014-12-31T20:15:00.000Z,15600,16500,,,
2012,acura,tsx,base,3.7,58636,ga,off-white,2015-02-26T10:00:00.000Z,14800,16400,,,
2011,nissan,rogue,sv,4.1,44980,il,silver,2015-02-26T10:00:00.000Z,14650,16400,,,
2014,ford,escape,se,3.4,27839,fl,gray,2015-02-25T15:00:00.000Z,16950,16400,,,
2014,ford,escape,se,4.5,16399,nj,white,2015-02-25T09:30:00.000Z,17900,16400,,,
2013,nissan,rogue,s,4.8,14335,ga,gray,2015-02-24T09:30:00.000Z,15550,16400,,,
2014,ford,escape,se,4.3,37239,tx,silver,2015-02-18T09:30:00.000Z,16000,16400,,,
2012,nissan,rogue,s,4.2,18480,il,gray,2015-02-17T10:00:00.000Z,15100,16400,,,
2014,ford,escape,se,4.2,34265,nv,white,2015-02-06T12:00:00.000Z,16400,16400,,,
2012,acura,tsx,base,3.4,29982,pa,burgundy,2015-02-06T09:00:00.000Z,16750,16400,,,
2012,nissan,rogue,s,4.2,22120,pa,white,2015-02-06T09:00:00.000Z,15000,16400,,,
2014,ford,escape,se,4,33223,il,silver,2015-02-05T10:00:00.000Z,16550,16400,,,
2014,ford,escape,se,4.4,11353,tx,silver,2015-02-04T10:20:00.000Z,17850,16400,,,
2012,nissan,rogue,s,4.8,11270,nj,gray,2015-02-04T09:30:00.000Z,15400,16400,,,
2014,ford,escape,se,4.4,32313,tx,white,2015-02-04T09:30:00.000Z,16350,16400,,,
2014,ford,escape,se,4.8,36188,ga,gray,2015-02-03T09:30:00.000Z,16200,16400,,,
2011,nissan,rogue,sv,4.6,38935,pa,black,2015-01-30T09:00:00.000Z,15200,16400,,,
2011,nissan,rogue,sv,3.2,27062,pa,white,2015-01-30T09:00:00.000Z,16200,16400,,,
2011,nissan,rogue,sv,4.2,28697,nj,white,2015-01-28T10:00:00.000Z,16050,16400,,,
2011,infiniti,g-sedan,g37 journey,3.9,61280,ga,gray,2015-01-27T09:30:00.000Z,16750,16400,,,
2011,nissan,rogue,sv,4.3,23737,fl,white,2015-01-27T09:30:00.000Z,16500,16400,,,
2011,nissan,rogue,sv,4.7,44817,tn,—,2015-01-21T10:30:00.000Z,13200,16400,,,
2014,ford,escape,se,3.4,35144,tn,blue,2015-01-21T10:00:00.000Z,18250,16400,,,
2012,acura,tsx,base,3.5,49915,nv,black,2015-01-16T12:00:00.000Z,16000,16400,,,
2012,acura,tsx,base,3.4,31309,pa,gray,2015-01-16T09:00:00.000Z,17100,16400,,,
2013,nissan,rogue,s,3.6,37214,tx,gray,2015-01-15T11:00:00.000Z,16250,16400,,,
2011,nissan,rogue,sv,4.3,48465,,white,2015-01-15T10:00:00.000Z,14250,16400,,,
2012,acura,tsx,base,3.5,38610,pa,black,2015-01-09T17:00:00.000Z,17050,16400,,,
2014,ford,escape,se,3.4,19548,pa,black,2015-01-09T17:00:00.000Z,17250,16400,,,
2012,acura,tsx,base,3.7,43576,il,silver,2015-01-08T18:00:00.000Z,16850,16400,,,
2012,acura,tsx,base,4.2,40439,il,black,2015-01-08T10:00:00.000Z,16800,16400,,,
2011,nissan,rogue,sv,4.3,27307,fl,white,2015-01-06T21:00:00.000Z,14400,16400,,,
2011,nissan,rogue,sv,4.5,37520,ga,white,2015-01-06T09:30:00.000Z,13500,16400,,,
2011,nissan,rogue,sv,4,37611,mo,purple,2014-12-31T18:30:00.000Z,15850,16400,,,
2011,nissan,rogue,sv,4.8,22820,co,brown,2014-12-23T19:45:00.000Z,16950,16400,,,
2012,nissan,rogue,s,4.2,11109,il,black,2014-12-22T21:00:00.000Z,17250,16400,,,
2011,nissan,rogue,sv,4.9,44912,pa,blue,2014-12-19T17:00:00.000Z,15200,16400,,,
2011,nissan,rogue,sv,3.9,41331,pa,silver,2014-12-19T17:00:00.000Z,15450,16400,,,
2014,ford,escape,se,4.2,42066,tx,—,2014-12-18T18:30:00.000Z,15100,16400,,,
2014,ford,escape,se,4.5,35494,ga,gray,2014-01-12T18:00:00.000Z,15800,16400,,,
2013,nissan,rogue,s,4.2,7967,ca,gray,2015-02-25T12:30:00.000Z,16050,16300,,,
2012,acura,tsx,base,3.8,49793,pa,black,2015-02-20T17:00:00.000Z,15350,16300,,,
2012,acura,tsx,base,3.5,28661,pa,black,2015-02-20T17:00:00.000Z,16850,16300,,,
2014,ford,escape,se,4.6,44016,fl,—,2015-02-18T10:00:00.000Z,15450,16300,,,
2012,nissan,rogue,s,4.2,9348,oh,gray,2015-02-17T09:30:00.000Z,15650,16300,,,
2012,acura,tsx,base,3.7,34492,pa,black,2015-02-13T09:00:00.000Z,16450,16300,,,
2012,acura,tsx,base,4.2,49368,pa,silver,2015-02-13T09:00:00.000Z,15250,16300,,,
2014,ford,escape,se,3.5,33003,tx,black,2015-02-12T11:30:00.000Z,16350,16300,,,
2014,ford,escape,se,4.7,34576,mn,white,2015-02-11T10:00:00.000Z,16200,16300,,,
2014,ford,escape,se,4.5,33963,tx,silver,2015-02-11T10:00:00.000Z,16400,16300,,,
2014,ford,escape,se,3.7,46660,mn,gray,2015-02-11T10:00:00.000Z,17650,16300,,,
2014,ford,escape,se,5,26176,ma,gray,2015-02-10T09:30:00.000Z,16950,16300,,,
2014,ford,escape,se,4.5,32753,ga,black,2015-02-09T10:00:00.000Z,16500,16300,,,
2012,acura,tsx,base,3.5,27062,il,silver,2015-02-05T10:00:00.000Z,17000,16300,,,
2012,acura,tsx,base,3.5,26474,il,gray,2015-02-05T10:00:00.000Z,17000,16300,,,
2014,ford,escape,se,3.7,25813,il,blue,2015-02-05T10:00:00.000Z,17100,16300,,,
2014,ford,escape,se,4.6,26109,md,blue,2015-02-03T09:30:00.000Z,16900,16300,,,
2012,acura,tsx,base,3.1,38751,pa,black,2015-01-30T09:00:00.000Z,16150,16300,,,
2012,acura,tsx,base,3.6,33491,pa,silver,2015-01-23T09:00:00.000Z,16700,16300,,,
2011,nissan,rogue,sv,4.3,39625,il,black,2015-01-22T10:00:00.000Z,15100,16300,,,
2014,ford,escape,se,4.3,32855,oh,red,2015-01-22T10:00:00.000Z,16850,16300,,,
2014,ford,escape,se,4.3,37888,fl,white,2015-01-21T10:00:00.000Z,16500,16300,,,
2014,ford,escape,se,4.5,35335,fl,—,2015-01-21T10:00:00.000Z,16650,16300,,,
2014,ford,escape,se,4.5,16871,ga,silver,2015-01-20T09:30:00.000Z,17750,16300,,,
2014,ford,escape,se,3.7,28579,md,orange,2015-01-20T09:30:00.000Z,17050,16300,,,
2012,nissan,rogue,s,4.7,53111,nv,purple,2015-01-16T11:45:00.000Z,15550,16300,,,
2012,acura,tsx,base,3.5,36790,pa,white,2015-01-16T09:00:00.000Z,16800,16300,,,
2011,nissan,rogue,sv,4.2,41856,nj,white,2015-01-14T09:30:00.000Z,14700,16300,,,
2012,acura,tsx,base,3.8,42328,il,black,2015-01-08T18:00:00.000Z,16900,16300,,,
2012,acura,tsx,base,3.4,29843,il,gray,2015-01-08T18:00:00.000Z,17450,16300,,,
2011,nissan,rogue,sv,3.6,45209,ca,white,2015-01-27T12:30:00.000Z,14650,16250,,,
2011,nissan,rogue,sv,3.1,25235,ca,black,2014-12-17T20:30:00.000Z,15900,16250,,,
2014,ford,escape,se,4.8,30570,mi,white,2015-02-26T09:30:00.000Z,16750,16200,,,
2013,nissan,rogue,s,3.9,22174,fl,silver,2015-02-24T09:30:00.000Z,14950,16200,,,
2012,nissan,rogue,s,4.3,15660,md,red,2015-02-24T09:30:00.000Z,15400,16200,,,
2013,nissan,rogue,s,3.7,32381,pa,white,2015-02-20T17:00:00.000Z,14750,16200,,,
2014,ford,escape,se,4.2,33302,fl,white,2015-02-18T10:00:00.000Z,16300,16200,,,
2012,nissan,rogue,s,4.2,16670,nj,white,2015-02-18T09:30:00.000Z,15350,16200,,,
2012,acura,tsx,base,3.6,30048,pa,gray,2015-02-13T09:00:00.000Z,16800,16200,,,
2012,acura,tsx,base,3.5,28316,pa,gray,2015-02-13T09:00:00.000Z,16950,16200,,,
2012,acura,tsx,base,3.6,32938,pa,black,2015-02-13T09:00:00.000Z,16550,16200,,,
2014,ford,escape,se,4.4,35685,tx,silver,2015-02-11T10:00:00.000Z,16150,16200,,,
2014,ford,escape,se,4.4,27969,nc,blue,2015-02-10T09:15:00.000Z,16800,16200,,,
2012,acura,tsx,base,3.5,26414,pa,gray,2015-02-06T09:00:00.000Z,17000,16200,,,
2012,acura,tsx,base,3.4,20198,pa,white,2015-02-06T09:00:00.000Z,17450,16200,,,
2013,nissan,rogue,s,4.4,18286,pr,gray,2015-02-05T11:30:00.000Z,15150,16200,,,
2011,nissan,rogue,sv,4.9,42613,fl,silver,2015-02-04T09:00:00.000Z,14800,16200,,,
2014,ford,escape,se,4.3,30553,pa,orange,2015-02-04T09:00:00.000Z,16450,16200,,,
2012,acura,tsx,base,3.6,24254,pa,black,2015-01-30T09:00:00.000Z,17150,16200,,,
2011,nissan,rogue,sv,3.7,31120,pa,gray,2015-01-30T09:00:00.000Z,15850,16200,,,
2012,acura,tsx,base,3.4,25483,ga,silver,2015-01-29T10:00:00.000Z,17050,16200,,,
2011,nissan,rogue,sv,4.8,39648,tn,white,2015-01-29T10:00:00.000Z,13550,16200,,,
2011,nissan,rogue,sv,4.4,36753,tn,—,2015-01-28T10:30:00.000Z,15350,16200,,,
2011,nissan,rogue,sv,3.5,47857,mo,black,2015-01-28T10:30:00.000Z,14400,16200,,,
2014,ford,escape,se,4.2,32644,mn,white,2015-01-28T10:00:00.000Z,16800,16200,,,
2011,nissan,rogue,sv,3.1,21113,fl,black,2015-01-27T09:30:00.000Z,16700,16200,,,
2011,nissan,rogue,sv,4.2,36369,tx,silver,2015-01-21T10:30:00.000Z,15450,16200,,,
2011,nissan,rogue,sv,3.7,47899,il,gray,2015-01-20T10:00:00.000Z,14350,16200,,,
2011,infiniti,g-sedan,g37 journey,3.8,70417,fl,white,2015-01-20T09:30:00.000Z,16200,16200,,,
2014,ford,escape,se,4.3,41945,ga,red,2015-01-20T09:30:00.000Z,16300,16200,,,
2011,nissan,rogue,sv,3.4,20068,pa,silver,2015-01-16T09:00:00.000Z,16650,16200,,,
2012,nissan,rogue,s,3.9,26944,,blue,2015-01-15T10:00:00.000Z,15050,16200,,,
2011,nissan,rogue,sv,3.3,36821,tn,—,2015-01-14T10:30:00.000Z,15050,16200,,,
2012,acura,tsx,base,3.6,47759,pa,white,2015-01-09T17:00:00.000Z,16650,16200,,,
2011,nissan,rogue,sv,3.9,35990,ga,blue,2015-01-08T10:00:00.000Z,15850,16200,,,
2014,ford,escape,se,4.1,23541,wa,gray,2015-01-07T20:00:00.000Z,17550,16200,,,
2011,nissan,rogue,sv,4.1,44347,tx,silver,2015-01-07T18:30:00.000Z,13300,16200,,,
2011,nissan,rogue,sv,4.7,36879,fl,white,2015-01-06T13:00:00.000Z,13550,16200,,,
2011,nissan,rogue,sv,4.7,49290,co,white,2014-12-30T20:00:00.000Z,15100,16200,,,
2014,ford,escape,se,4,17991,oh,burgundy,2014-12-23T17:00:00.000Z,17150,16200,,,
2014,ford,escape,se,3.3,47518,il,red,2014-12-18T18:00:00.000Z,16300,16200,,,
2013,nissan,rogue,s,4.4,18033,tx,burgundy,2015-02-17T10:30:00.000Z,15200,16100,,,
2014,ford,escape,se,3.4,4574,ga,gold,2015-02-10T13:10:00.000Z,18700,16100,,,
2014,ford,escape,se,4.7,34348,ga,black,2015-02-10T09:30:00.000Z,16300,16100,,,
2012,acura,tsx,base,3.5,50296,pa,white,2015-02-06T09:00:00.000Z,16750,16100,,,
2012,nissan,rogue,s,4.5,18778,co,silver,2015-02-04T12:00:00.000Z,14950,16100,,,
2014,ford,escape,se,4.1,38153,tx,black,2015-02-04T10:30:00.000Z,15900,16100,,,
2014,ford,escape,se,4.8,36384,tx,gray,2015-02-04T10:15:00.000Z,16050,16100,,,
2014,ford,escape,se,4.4,42058,ga,silver,2015-02-03T09:30:00.000Z,15750,16100,,,
2014,ford,escape,se,4.5,40441,ca,gray,2015-01-29T12:00:00.000Z,16250,16100,,,
2014,ford,escape,se,4.3,41039,tn,—,2015-01-28T10:00:00.000Z,16200,16100,,,
2011,nissan,rogue,sv,3.6,32198,pa,black,2015-01-23T09:00:00.000Z,15650,16100,,,
2013,nissan,rogue,s,3.7,24886,ne,burgundy,2015-01-22T11:00:00.000Z,15550,16100,,,
2014,ford,escape,se,4.1,44331,fl,—,2015-01-22T09:00:00.000Z,16000,16100,,,
2012,nissan,rogue,s,4.8,14464,nj,white,2015-01-21T09:30:00.000Z,15600,16100,,,
2011,nissan,rogue,sv,4.5,24520,mo,gray,2015-01-14T10:30:00.000Z,15950,16100,,,
2014,ford,escape,se,4.4,39643,tn,white,2015-01-14T10:00:00.000Z,16150,16100,,,
2014,ford,escape,se,4.2,41848,mo,white,2015-01-14T10:00:00.000Z,16000,16100,,,
2011,nissan,rogue,sv,3.6,32539,nj,—,2015-01-14T09:30:00.000Z,15350,16100,,,
2011,nissan,rogue,sv,4.7,44852,nj,white,2015-01-14T09:30:00.000Z,14450,16100,,,
2014,ford,escape,se,4.6,42574,tn,—,2015-01-14T08:00:00.000Z,17100,16100,,,
2014,ford,escape,se,4.5,43339,ga,white,2015-01-12T18:00:00.000Z,17000,16100,,,
2013,nissan,rogue,s,3.7,24305,nv,—,2015-01-09T20:00:00.000Z,15700,16100,,,
2012,acura,tsx,base,3.5,44623,pa,white,2015-01-09T17:00:00.000Z,16800,16100,,,
2011,nissan,rogue,sv,3.7,27790,pa,white,2015-01-09T17:00:00.000Z,14450,16100,,,
2011,nissan,rogue,sv,3.7,36439,nj,black,2014-12-31T17:30:00.000Z,16000,16100,,,
2011,nissan,rogue,sv,4.3,48653,nj,black,2014-12-31T17:30:00.000Z,15100,16100,,,
2014,ford,escape,se,4.8,8763,mi,green,2014-12-23T17:00:00.000Z,17850,16100,,,
2011,nissan,rogue,sv,4,42783,pa,white,2014-12-19T17:00:00.000Z,15350,16100,,,
2011,nissan,rogue,sv,3.9,40349,nv,purple,2015-02-27T12:00:00.000Z,14950,16000,,,
2013,nissan,rogue,s,3.4,25874,il,blue,2015-02-26T10:00:00.000Z,15500,16000,,,
2011,nissan,rogue,sv,3.3,38852,il,white,2015-02-26T10:00:00.000Z,15000,16000,,,
2011,nissan,rogue,sv,4.2,25998,fl,gray,2015-02-26T09:15:00.000Z,13600,16000,,,
2013,nissan,rogue,s,4.2,15066,tx,black,2015-02-25T10:30:00.000Z,15500,16000,,,
2012,nissan,rogue,s,4.3,15091,nj,gray,2015-02-25T09:30:00.000Z,15450,16000,,,
2013,nissan,rogue,s,3.8,24307,fl,black,2015-02-24T09:30:00.000Z,14800,16000,,,
2012,nissan,rogue,s,3.5,28486,wa,black,2015-02-18T13:15:00.000Z,14600,16000,,,
2014,ford,escape,se,4.6,38530,tx,gray,2015-02-18T10:30:00.000Z,15900,16000,,,
2014,ford,escape,se,4.2,37492,tn,—,2015-02-18T10:00:00.000Z,15950,16000,,,
2014,ford,escape,se,3.9,32385,tn,—,2015-02-18T10:00:00.000Z,16400,16000,,,
2013,nissan,rogue,s,4.2,19335,ca,black,2015-02-17T12:30:00.000Z,15100,16000,,,
2014,ford,escape,se,4.3,37585,mo,silver,2015-02-17T10:30:00.000Z,15950,16000,,,
2013,nissan,rogue,s,4.9,13233,ga,gray,2015-02-17T09:30:00.000Z,15550,16000,,,
2014,ford,escape,se,4.4,24834,nc,blue,2015-02-17T09:15:00.000Z,17000,16000,,,
2013,nissan,rogue,s,5,22458,ca,silver,2015-02-12T12:00:00.000Z,14850,16000,,,
2012,acura,tsx,base,3.2,45784,nj,white,2015-02-11T09:30:00.000Z,15450,16000,,,
2012,nissan,rogue,s,4.4,26296,nj,gray,2015-02-11T09:30:00.000Z,14650,16000,,,
2011,nissan,rogue,sv,4.9,39059,fl,white,2015-02-04T09:00:00.000Z,13300,16000,,,
2014,ford,escape,se,4.2,39543,mo,black,2015-02-03T11:00:00.000Z,15950,16000,,,
2014,ford,escape,se,3.5,42013,ga,gray,2015-02-03T09:30:00.000Z,17450,16000,,,
2014,ford,escape,se,3.6,18249,md,red,2015-02-03T09:30:00.000Z,17500,16000,,,
2012,acura,tsx,base,3.4,31598,pa,black,2015-01-30T09:00:00.000Z,16650,16000,,,
2011,nissan,rogue,sv,3.8,37720,tx,silver,2015-01-28T10:30:00.000Z,15300,16000,,,
2012,acura,tsx,base,3.3,34939,nj,black,2015-01-28T10:00:00.000Z,16400,16000,,,
2013,hyundai,sonata,gls,3.9,51079,ca,silver,2015-01-21T12:15:00.000Z,11600,16000,,,
2014,ford,escape,se,3.1,34495,tx,silver,2015-01-21T10:30:00.000Z,16700,16000,,,
2011,nissan,rogue,sv,4.2,32744,nj,white,2015-01-21T09:30:00.000Z,15750,16000,,,
2013,nissan,rogue,s,3.9,11276,ga,burgundy,2015-01-20T09:30:00.000Z,15750,16000,,,
2013,nissan,rogue,s,4.7,13896,fl,red,2015-01-20T09:30:00.000Z,15550,16000,,,
2011,nissan,rogue,sv,3.7,25282,fl,gray,2015-01-20T09:30:00.000Z,14850,16000,,,
2011,nissan,rogue,sv,3.5,26323,fl,white,2015-01-20T09:30:00.000Z,14750,16000,,,
2011,nissan,rogue,sv,4.1,30116,pa,burgundy,2015-01-16T09:00:00.000Z,15850,16000,,,
2013,nissan,rogue,s,4.9,17863,ca,white,2015-01-14T12:15:00.000Z,15300,16000,,,
2012,nissan,rogue,s,4.1,28931,tn,gray,2015-01-14T10:30:00.000Z,14850,16000,,,
2011,nissan,rogue,sv,3.7,32674,tx,—,2015-01-14T00:00:00.000Z,15350,16000,,,
2011,nissan,rogue,sv,3.7,35187,ca,black,2015-01-13T20:30:00.000Z,15300,16000,,,
2011,nissan,rogue,sv,4.1,44963,pa,black,2015-01-09T17:00:00.000Z,13350,16000,,,
2012,nissan,rogue,s,4.4,29242,nj,red,2015-01-07T17:30:00.000Z,16100,16000,,,
2014,ford,escape,se,4.9,16133,hi,gray,2015-01-07T14:30:00.000Z,17300,16000,,,
2011,nissan,rogue,sv,4.8,35177,fl,white,2015-01-06T21:00:00.000Z,13750,16000,,,
2011,nissan,rogue,sv,4.8,24223,fl,white,2015-01-06T13:00:00.000Z,14500,16000,,,
2014,ford,escape,se,4.2,31333,mo,silver,2015-01-06T11:00:00.000Z,16200,16000,,,
2011,nissan,rogue,sv,4.3,45638,tn,white,2014-12-31T18:30:00.000Z,13950,16000,,,
2014,ford,escape,se,4.6,38914,tx,silver,2014-12-31T18:15:00.000Z,15550,16000,,,
2014,ford,escape,se,4.7,29293,mo,white,2014-12-23T19:00:00.000Z,16250,16000,,,
2011,nissan,rogue,sv,3.8,37100,fl,black,2014-12-22T17:30:00.000Z,15000,16000,,,
2011,nissan,rogue,sv,4.3,20482,fl,gray,2014-12-22T17:30:00.000Z,16450,16000,,,
2011,nissan,rogue,sv,3.1,40506,il,burgundy,2014-12-18T18:00:00.000Z,15550,16000,,,
2011,nissan,rogue,sv,4.7,38405,tn,gray,2014-12-18T18:00:00.000Z,15650,16000,,,
2011,nissan,rogue,sv,4.4,19940,tn,—,2014-12-18T18:00:00.000Z,16950,16000,,,
2012,nissan,rogue,s,4,26320,ca,white,2014-12-17T20:30:00.000Z,16150,16000,,,
2014,ford,escape,se,3.9,42761,tx,black,2015-02-25T10:15:00.000Z,15750,15900,,,
2014,ford,escape,se,4.4,40055,tx,gray,2015-02-25T10:00:00.000Z,15950,15900,,,
2013,nissan,rogue,s,4.9,28509,nj,silver,2015-02-25T09:30:00.000Z,15050,15900,,,
2012,nissan,rogue,s,4.1,28389,wa,black,2015-02-18T13:15:00.000Z,14600,15900,,,
2014,ford,escape,se,3.9,40845,mo,blue,2015-02-11T10:30:00.000Z,15750,15900,,,
2014,ford,escape,se,3.8,23122,md,gray,2015-02-10T09:30:00.000Z,17200,15900,,,
2014,ford,escape,se,4.1,24408,pa,gray,2015-02-06T09:00:00.000Z,17150,15900,,,
2014,ford,escape,se,4.3,40041,tn,silver,2015-02-04T10:00:00.000Z,15750,15900,,,
